score	jaccard	support	nameMatch	descMatch	lostSymbol	gainedSymbol
2.053	0.789	75	true	true	net/minecraftforge/data/event/GatherDataEvent#getGenerator()Lnet/minecraft/data/DataGenerator;	net/neoforged/neoforge/data/event/GatherDataEvent#getGenerator()Lnet/minecraft/data/DataGenerator;
2.045	0.787	70	true	true	net/minecraft/client/gui/screens/MenuScreens#register(Lnet/minecraft/world/inventory/MenuType;Lnet/minecraft/client/gui/screens/MenuScreens$ScreenConstructor;)V	net/neoforged/neoforge/client/event/RegisterMenuScreensEvent#register(Lnet/minecraft/world/inventory/MenuType;Lnet/minecraft/client/gui/screens/MenuScreens$ScreenConstructor;)V
2.044	0.786	136	true	true	net/minecraftforge/fml/ModList#get()Lnet/minecraftforge/fml/ModList;	net/neoforged/fml/ModList#get()Lnet/neoforged/fml/ModList;
2.043	0.786	44	true	true	net/minecraftforge/eventbus/api/Event#<init>()V	net/neoforged/bus/api/Event#<init>()V
2.039	0.784	40	true	true	net/minecraftforge/event/entity/player/ItemTooltipEvent#getItemStack()Lnet/minecraft/world/item/ItemStack;	net/neoforged/neoforge/event/entity/player/ItemTooltipEvent#getItemStack()Lnet/minecraft/world/item/ItemStack;
2.039	0.784	40	true	true	net/minecraftforge/event/entity/player/ItemTooltipEvent#getToolTip()Ljava/util/List;	net/neoforged/neoforge/event/entity/player/ItemTooltipEvent#getToolTip()Ljava/util/List;
2.014	0.775	55	true	true	net/minecraftforge/data/event/GatherDataEvent#includeServer()Z	net/neoforged/neoforge/data/event/GatherDataEvent#includeServer()Z
2.013	0.774	48	true	true	net/minecraftforge/fluids/FluidStack#EMPTY:Lnet/minecraftforge/fluids/FluidStack;	net/neoforged/neoforge/fluids/FluidStack#EMPTY:Lnet/neoforged/neoforge/fluids/FluidStack;
2.009	0.773	68	true	true	net/minecraftforge/data/event/GatherDataEvent#getExistingFileHelper()Lnet/minecraftforge/common/data/ExistingFileHelper;	net/neoforged/neoforge/data/event/GatherDataEvent#getExistingFileHelper()Lnet/neoforged/neoforge/common/data/ExistingFileHelper;
2.000	0.769	50	true	true	net/minecraftforge/client/event/EntityRenderersEvent$RegisterRenderers#registerBlockEntityRenderer(Lnet/minecraft/world/level/block/entity/BlockEntityType;Lnet/minecraft/client/renderer/blockentity/BlockEntityRendererProvider;)V	net/neoforged/neoforge/client/event/EntityRenderersEvent$RegisterRenderers#registerBlockEntityRenderer(Lnet/minecraft/world/level/block/entity/BlockEntityType;Lnet/minecraft/client/renderer/blockentity/BlockEntityRendererProvider;)V
1.999	0.769	113	true	true	net/minecraftforge/fml/ModList#isLoaded(Ljava/lang/String;)Z	net/neoforged/fml/ModList#isLoaded(Ljava/lang/String;)Z
1.974	0.759	41	true	true	net/minecraftforge/items/SlotItemHandler#<init>(Lnet/minecraftforge/items/IItemHandler;III)V	net/neoforged/neoforge/items/SlotItemHandler#<init>(Lnet/neoforged/neoforge/items/IItemHandler;III)V
1.961	0.754	43	true	true	net/minecraftforge/client/event/RegisterColorHandlersEvent$Item#register(Lnet/minecraft/client/color/item/ItemColor;[Lnet/minecraft/world/level/ItemLike;)V	net/neoforged/neoforge/client/event/RegisterColorHandlersEvent$Item#register(Lnet/minecraft/client/color/item/ItemColor;[Lnet/minecraft/world/level/ItemLike;)V
1.960	0.754	49	true	true	net/minecraftforge/common/data/BlockTagsProvider#<init>(Lnet/minecraft/data/PackOutput;Ljava/util/concurrent/CompletableFuture;Ljava/lang/String;Lnet/minecraftforge/common/data/ExistingFileHelper;)V	net/neoforged/neoforge/common/data/BlockTagsProvider#<init>(Lnet/minecraft/data/PackOutput;Ljava/util/concurrent/CompletableFuture;Ljava/lang/String;Lnet/neoforged/neoforge/common/data/ExistingFileHelper;)V
1.950	0.750	108	true	true	net/minecraftforge/registries/DeferredRegister#create(Lnet/minecraft/resources/ResourceKey;Ljava/lang/String;)Lnet/minecraftforge/registries/DeferredRegister;	net/neoforged/neoforge/registries/DeferredRegister#create(Lnet/minecraft/resources/ResourceKey;Ljava/lang/String;)Lnet/neoforged/neoforge/registries/DeferredRegister;
1.939	0.746	44	true	true	net/minecraftforge/event/entity/player/PlayerEvent$PlayerLoggedInEvent#getEntity()Lnet/minecraft/world/entity/player/Player;	net/neoforged/neoforge/event/entity/player/PlayerEvent$PlayerLoggedInEvent#getEntity()Lnet/minecraft/world/entity/player/Player;
1.939	0.746	44	true	true	net/minecraftforge/items/ItemStackHandler#<init>(I)V	net/neoforged/neoforge/items/ItemStackHandler#<init>(I)V
1.930	0.742	49	true	true	net/minecraftforge/server/ServerLifecycleHooks#getCurrentServer()Lnet/minecraft/server/MinecraftServer;	net/neoforged/neoforge/server/ServerLifecycleHooks#getCurrentServer()Lnet/minecraft/server/MinecraftServer;
1.910	0.735	36	true	true	net/minecraftforge/client/event/EntityRenderersEvent$RegisterRenderers#registerEntityRenderer(Lnet/minecraft/world/entity/EntityType;Lnet/minecraft/client/renderer/entity/EntityRendererProvider;)V	net/neoforged/neoforge/client/event/EntityRenderersEvent$RegisterRenderers#registerEntityRenderer(Lnet/minecraft/world/entity/EntityType;Lnet/minecraft/client/renderer/entity/EntityRendererProvider;)V
1.905	0.952	40	true	false	net/minecraft/network/syncher/SynchedEntityData#define(Lnet/minecraft/network/syncher/EntityDataAccessor;Ljava/lang/Object;)V	net/minecraft/network/syncher/SynchedEntityData$Builder#define(Lnet/minecraft/network/syncher/EntityDataAccessor;Ljava/lang/Object;)Lnet/minecraft/network/syncher/SynchedEntityData$Builder;
1.904	0.732	52	true	true	net/minecraftforge/fml/event/lifecycle/FMLCommonSetupEvent#enqueueWork(Ljava/lang/Runnable;)Ljava/util/concurrent/CompletableFuture;	net/neoforged/fml/event/lifecycle/FMLCommonSetupEvent#enqueueWork(Ljava/lang/Runnable;)Ljava/util/concurrent/CompletableFuture;
1.903	0.732	71	true	true	net/minecraftforge/fml/config/ModConfig$Type#COMMON:Lnet/minecraftforge/fml/config/ModConfig$Type;	net/neoforged/fml/config/ModConfig$Type#COMMON:Lnet/neoforged/fml/config/ModConfig$Type;
1.897	0.730	54	true	true	net/minecraftforge/fml/loading/FMLPaths#get()Ljava/nio/file/Path;	net/neoforged/fml/loading/FMLPaths#get()Ljava/nio/file/Path;
1.896	0.729	35	true	true	net/minecraftforge/common/ForgeConfigSpec$Builder#configure(Ljava/util/function/Function;)Lorg/apache/commons/lang3/tuple/Pair;	net/neoforged/neoforge/common/ModConfigSpec$Builder#configure(Ljava/util/function/Function;)Lorg/apache/commons/lang3/tuple/Pair;
1.875	0.721	44	true	true	net/minecraft/data/tags/ItemTagsProvider#<init>(Lnet/minecraft/data/PackOutput;Ljava/util/concurrent/CompletableFuture;Ljava/util/concurrent/CompletableFuture;Ljava/lang/String;Lnet/minecraftforge/common/data/ExistingFileHelper;)V	net/minecraft/data/tags/ItemTagsProvider#<init>(Lnet/minecraft/data/PackOutput;Ljava/util/concurrent/CompletableFuture;Ljava/util/concurrent/CompletableFuture;Ljava/lang/String;Lnet/neoforged/neoforge/common/data/ExistingFileHelper;)V
1.846	0.710	49	true	true	net/minecraftforge/fml/loading/FMLPaths#CONFIGDIR:Lnet/minecraftforge/fml/loading/FMLPaths;	net/neoforged/fml/loading/FMLPaths#CONFIGDIR:Lnet/neoforged/fml/loading/FMLPaths;
1.836	0.706	101	true	true	net/minecraftforge/eventbus/api/IEventBus#register(Ljava/lang/Object;)V	net/neoforged/bus/api/IEventBus#register(Ljava/lang/Object;)V
1.828	0.703	45	true	true	net/minecraft/world/inventory/CraftingContainer#getItem(I)Lnet/minecraft/world/item/ItemStack;	net/minecraft/world/item/crafting/CraftingInput#getItem(I)Lnet/minecraft/world/item/ItemStack;
1.812	0.697	115	true	true	net/minecraftforge/registries/RegistryObject#get()Ljava/lang/Object;	net/neoforged/neoforge/registries/DeferredHolder#get()Ljava/lang/Object;
1.771	0.886	93	true	false	net/minecraftforge/common/ForgeConfigSpec$Builder#build()Lnet/minecraftforge/common/ForgeConfigSpec;	net/neoforged/neoforge/common/ModConfigSpec$Builder#build()Lnet/neoforged/neoforge/common/ModConfigSpec;
1.765	0.679	55	true	true	net/minecraftforge/fml/event/lifecycle/FMLClientSetupEvent#enqueueWork(Ljava/lang/Runnable;)Ljava/util/concurrent/CompletableFuture;	net/neoforged/fml/event/lifecycle/FMLClientSetupEvent#enqueueWork(Ljava/lang/Runnable;)Ljava/util/concurrent/CompletableFuture;
1.752	0.876	106	true	false	net/minecraftforge/common/ForgeConfigSpec$Builder#push(Ljava/lang/String;)Lnet/minecraftforge/common/ForgeConfigSpec$Builder;	net/neoforged/neoforge/common/ModConfigSpec$Builder#push(Ljava/lang/String;)Lnet/neoforged/neoforge/common/ModConfigSpec$Builder;
1.748	0.874	104	true	false	net/minecraftforge/common/ForgeConfigSpec$Builder#pop()Lnet/minecraftforge/common/ForgeConfigSpec$Builder;	net/neoforged/neoforge/common/ModConfigSpec$Builder#pop()Lnet/neoforged/neoforge/common/ModConfigSpec$Builder;
1.724	0.862	106	true	false	net/minecraftforge/common/ForgeConfigSpec$Builder#define(Ljava/lang/String;Z)Lnet/minecraftforge/common/ForgeConfigSpec$BooleanValue;	net/neoforged/neoforge/common/ModConfigSpec$Builder#define(Ljava/lang/String;Z)Lnet/neoforged/neoforge/common/ModConfigSpec$BooleanValue;
1.723	0.861	118	true	false	net/minecraftforge/common/ForgeConfigSpec$Builder#comment(Ljava/lang/String;)Lnet/minecraftforge/common/ForgeConfigSpec$Builder;	net/neoforged/neoforge/common/ModConfigSpec$Builder#comment(Ljava/lang/String;)Lnet/neoforged/neoforge/common/ModConfigSpec$Builder;
1.716	0.858	133	true	false	net/minecraftforge/registries/DeferredRegister#register(Ljava/lang/String;Ljava/util/function/Supplier;)Lnet/minecraftforge/registries/RegistryObject;	net/neoforged/neoforge/registries/DeferredRegister#register(Ljava/lang/String;Ljava/util/function/Supplier;)Lnet/neoforged/neoforge/registries/DeferredHolder;
1.716	0.858	133	true	false	net/minecraftforge/registries/DeferredRegister#register(Ljava/lang/String;Ljava/util/function/Supplier;)Lnet/minecraftforge/registries/RegistryObject;	net/neoforged/neoforge/registries/DeferredRegister#register(Lnet/neoforged/bus/api/IEventBus;)V
1.712	0.856	89	true	false	net/minecraftforge/common/ForgeConfigSpec$Builder#defineInRange(Ljava/lang/String;III)Lnet/minecraftforge/common/ForgeConfigSpec$IntValue;	net/neoforged/neoforge/common/ModConfigSpec$Builder#defineInRange(Ljava/lang/String;III)Lnet/neoforged/neoforge/common/ModConfigSpec$IntValue;
1.705	0.853	133	true	false	net/minecraftforge/registries/DeferredRegister#register(Lnet/minecraftforge/eventbus/api/IEventBus;)V	net/neoforged/neoforge/registries/DeferredRegister#register(Ljava/lang/String;Ljava/util/function/Supplier;)Lnet/neoforged/neoforge/registries/DeferredHolder;
1.705	0.853	133	true	false	net/minecraftforge/registries/DeferredRegister#register(Lnet/minecraftforge/eventbus/api/IEventBus;)V	net/neoforged/neoforge/registries/DeferredRegister#register(Lnet/neoforged/bus/api/IEventBus;)V
1.680	0.840	42	true	false	net/minecraft/world/effect/MobEffectInstance#<init>(Lnet/minecraft/world/effect/MobEffect;II)V	net/minecraft/world/effect/MobEffectInstance#<init>(Lnet/minecraft/core/Holder;II)V
1.674	0.837	72	true	false	net/minecraftforge/eventbus/api/IEventBus#post(Lnet/minecraftforge/eventbus/api/Event;)Z	net/neoforged/bus/api/IEventBus#post(Lnet/neoforged/bus/api/Event;)Lnet/neoforged/bus/api/Event;
1.639	0.820	50	true	false	net/minecraftforge/common/ForgeConfigSpec$Builder#defineInRange(Ljava/lang/String;DDD)Lnet/minecraftforge/common/ForgeConfigSpec$DoubleValue;	net/neoforged/neoforge/common/ModConfigSpec$Builder#defineInRange(Ljava/lang/String;DDD)Lnet/neoforged/neoforge/common/ModConfigSpec$DoubleValue;
1.626	0.813	174	true	false	net/minecraftforge/common/MinecraftForge#EVENT_BUS:Lnet/minecraftforge/eventbus/api/IEventBus;	net/neoforged/neoforge/common/NeoForge#EVENT_BUS:Lnet/neoforged/bus/api/IEventBus;
1.625	0.625	60	true	true	net/minecraftforge/data/event/GatherDataEvent#getLookupProvider()Ljava/util/concurrent/CompletableFuture;	net/neoforged/neoforge/data/event/GatherDataEvent#getLookupProvider()Ljava/util/concurrent/CompletableFuture;
1.625	0.625	45	true	true	net/minecraftforge/fml/ModList#getModContainerById(Ljava/lang/String;)Ljava/util/Optional;	net/neoforged/fml/ModList#getModContainerById(Ljava/lang/String;)Ljava/util/Optional;
1.615	0.621	77	true	true	net/minecraftforge/registries/IForgeRegistry#getKey(Ljava/lang/Object;)Lnet/minecraft/resources/ResourceLocation;	net/minecraft/core/DefaultedRegistry#getKey(Ljava/lang/Object;)Lnet/minecraft/resources/ResourceLocation;
1.612	0.620	31	true	true	net/minecraftforge/client/model/generators/ItemModelProvider#<init>(Lnet/minecraft/data/PackOutput;Ljava/lang/String;Lnet/minecraftforge/common/data/ExistingFileHelper;)V	net/neoforged/neoforge/client/model/generators/BlockStateProvider#<init>(Lnet/minecraft/data/PackOutput;Ljava/lang/String;Lnet/neoforged/neoforge/common/data/ExistingFileHelper;)V
1.595	0.797	59	true	false	net/minecraft/world/level/block/entity/BlockEntity#saveAdditional(Lnet/minecraft/nbt/CompoundTag;)V	net/minecraft/world/level/block/entity/BlockEntity#saveAdditional(Lnet/minecraft/nbt/CompoundTag;Lnet/minecraft/core/HolderLookup$Provider;)V
1.568	0.603	41	true	true	net/minecraftforge/registries/RegistryObject#getId()Lnet/minecraft/resources/ResourceLocation;	net/neoforged/neoforge/registries/DeferredHolder#getId()Lnet/minecraft/resources/ResourceLocation;
1.560	0.600	63	true	true	net/minecraftforge/common/ForgeConfigSpec$IntValue#get()Ljava/lang/Object;	net/neoforged/neoforge/common/ModConfigSpec$BooleanValue#get()Ljava/lang/Object;
1.522	0.761	35	true	false	net/minecraft/data/recipes/ShapelessRecipeBuilder#save(Ljava/util/function/Consumer;Lnet/minecraft/resources/ResourceLocation;)V	net/minecraft/data/recipes/ShapelessRecipeBuilder#save(Lnet/minecraft/data/recipes/RecipeOutput;Lnet/minecraft/resources/ResourceLocation;)V
1.520	0.760	38	true	false	net/minecraft/world/item/ItemStack#hurtAndBreak(ILnet/minecraft/world/entity/LivingEntity;Ljava/util/function/Consumer;)V	net/minecraft/world/item/ItemStack#hurtAndBreak(ILnet/minecraft/world/entity/LivingEntity;Lnet/minecraft/world/entity/EquipmentSlot;)V
1.519	0.759	41	true	false	net/minecraft/world/entity/ai/attributes/AttributeModifier#<init>(Ljava/util/UUID;Ljava/lang/String;DLnet/minecraft/world/entity/ai/attributes/AttributeModifier$Operation;)V	net/minecraft/world/entity/ai/attributes/AttributeModifier#<init>(Lnet/minecraft/resources/ResourceLocation;DLnet/minecraft/world/entity/ai/attributes/AttributeModifier$Operation;)V
1.516	0.758	47	true	false	net/minecraft/data/loot/LootTableProvider#<init>(Lnet/minecraft/data/PackOutput;Ljava/util/Set;Ljava/util/List;)V	net/minecraft/data/loot/LootTableProvider#<init>(Lnet/minecraft/data/PackOutput;Ljava/util/Set;Ljava/util/List;Ljava/util/concurrent/CompletableFuture;)V
1.500	0.750	54	true	false	net/minecraft/data/recipes/ShapedRecipeBuilder#unlockedBy(Ljava/lang/String;Lnet/minecraft/advancements/CriterionTriggerInstance;)Lnet/minecraft/data/recipes/ShapedRecipeBuilder;	net/minecraft/data/recipes/ShapedRecipeBuilder#unlockedBy(Ljava/lang/String;Lnet/minecraft/advancements/Criterion;)Lnet/minecraft/data/recipes/ShapedRecipeBuilder;
1.500	0.750	51	true	false	net/minecraft/world/item/ItemStack#getCapability(Lnet/minecraftforge/common/capabilities/Capability;)Lnet/minecraftforge/common/util/LazyOptional;	net/minecraft/world/item/ItemStack#getCapability(Lnet/neoforged/neoforge/capabilities/ItemCapability;)Ljava/lang/Object;
1.500	0.750	51	true	false	net/minecraft/data/loot/LootTableProvider$SubProviderEntry#<init>(Ljava/util/function/Supplier;Lnet/minecraft/world/level/storage/loot/parameters/LootContextParamSet;)V	net/minecraft/data/loot/LootTableProvider$SubProviderEntry#<init>(Ljava/util/function/Function;Lnet/minecraft/world/level/storage/loot/parameters/LootContextParamSet;)V
1.492	0.746	47	true	false	net/minecraft/world/item/Item#appendHoverText(Lnet/minecraft/world/item/ItemStack;Lnet/minecraft/world/level/Level;Ljava/util/List;Lnet/minecraft/world/item/TooltipFlag;)V	net/minecraft/world/item/Item#appendHoverText(Lnet/minecraft/world/item/ItemStack;Lnet/minecraft/world/item/Item$TooltipContext;Ljava/util/List;Lnet/minecraft/world/item/TooltipFlag;)V
1.490	0.745	38	true	false	net/minecraft/data/recipes/ShapedRecipeBuilder#save(Ljava/util/function/Consumer;)V	net/minecraft/data/recipes/ShapedRecipeBuilder#save(Lnet/minecraft/data/recipes/RecipeOutput;)V
1.490	0.745	38	true	false	net/minecraft/world/item/crafting/RecipeManager#getRecipeFor(Lnet/minecraft/world/item/crafting/RecipeType;Lnet/minecraft/world/Container;Lnet/minecraft/world/level/Level;)Ljava/util/Optional;	net/minecraft/world/item/crafting/RecipeManager#getRecipeFor(Lnet/minecraft/world/item/crafting/RecipeType;Lnet/minecraft/world/item/crafting/RecipeInput;Lnet/minecraft/world/level/Level;)Ljava/util/Optional;
1.469	0.735	36	true	false	net/minecraft/world/level/storage/DimensionDataStorage#computeIfAbsent(Ljava/util/function/Function;Ljava/util/function/Supplier;Ljava/lang/String;)Lnet/minecraft/world/level/saveddata/SavedData;	net/minecraft/world/level/storage/DimensionDataStorage#computeIfAbsent(Lnet/minecraft/world/level/saveddata/SavedData$Factory;Ljava/lang/String;)Lnet/minecraft/world/level/saveddata/SavedData;
1.461	0.562	59	true	true	net/minecraftforge/common/ForgeConfigSpec$BooleanValue#get()Ljava/lang/Object;	net/neoforged/neoforge/common/ModConfigSpec$IntValue#get()Ljava/lang/Object;
1.458	0.729	43	true	false	net/minecraft/data/recipes/ShapelessRecipeBuilder#unlockedBy(Ljava/lang/String;Lnet/minecraft/advancements/CriterionTriggerInstance;)Lnet/minecraft/data/recipes/ShapelessRecipeBuilder;	net/minecraft/data/recipes/ShapelessRecipeBuilder#unlockedBy(Ljava/lang/String;Lnet/minecraft/advancements/Criterion;)Lnet/minecraft/data/recipes/ShapelessRecipeBuilder;
