modId	registryPct	resourcePct	status
additional_lights	100.0	100.0	OK
aiimprovements	0	0	NO_CONTENT
allthearcanistgear	0	0	DEPS_UNTRANSLATABLE
allthecompressed	0	54.1	DEPS_MISSING
alltheores	0	29.5	LAUNCH_FAILED
appleskin	0	4.3	NO_CONTENT
appmek	0	0	DEPS_UNTRANSLATABLE
aquaculture	0	83.4	LAUNCH_FAILED
ars_creo	0	0	DEPS_UNTRANSLATABLE
ars_ocultas	0	0	DEPS_UNTRANSLATABLE
betteradvancements	0	83.3	NO_CONTENT
bhc	0	49.1	DEPS_MISSING
blockui	0	52.6	LAUNCH_FAILED
botanypots	0	0	DEPS_UNTRANSLATABLE
