eccentrictome-1.20.1-1.10.3	CLEAN	0
eidolon_repraised-1.20.1-0.3.9.1-alpha	ERRORS	8
elevatorid	CLEAN	0
elytraslot-forge-6.4.4_1.20.1	CLEAN	0
embeddium-0.3.31_mc1.20.1	ERRORS	3
enderchests-forge-1.20.1-1.4	CLEAN	0
endermanoverhaul	ERRORS	2
endersdelight-forge-1.20.1-1.1.3	CLEAN	0
endertanks-forge-1.20.1-1.5	ERRORS	1
ends_delight-2.5.1_forge.1.20.1	CLEAN	0
energymeter	CLEAN	0
ensorcellation-1.20.1-5.0.2.24	ERRORS	1
entangled	CLEAN	0
entityculling-forge-1.9.0-mc1.20.1	CLEAN	0
everythingcopper	ERRORS	3
farmingforblockheads	CLEAN	0
farsight-1.20.1-4.5	CLEAN	0
ferritecore	CLEAN	0
findme-3.2.3-forge	CLEAN	0
flib-1.20.1-0.0.15	ERRORS	1
flickerfix	CLEAN	0
forbidden_arcanus	ERRORS	8
ftbchunks	CLEAN	0
ftbessentials	CLEAN	0
ftblibrary	CLEAN	0
ftbquests	CLEAN	0
ftbranks	CLEAN	0
ftbteams	CLEAN	0
ftbultimine	CLEAN	0
ftbxmodcompat	CLEAN	0
fuelgoeshere	CLEAN	0
functionalstorage	ERRORS	2
fusion	ERRORS	2
geckolib	CLEAN	0
generatorgalore	CLEAN	0
getittogetherdrops	CLEAN	0
glassential	ERRORS	1
gtceu-1.20.1-7.2.0	ERRORS	18
guideme	CLEAN	0
handcrafted	CLEAN	0
harvestwithease-1.20.1-8.0.1.0-forge	CLEAN	0
hyperbox-1.20.1-4.0.2.0	ERRORS	1
industrialforegoing	ERRORS	3
industrialforegoingsouls	CLEAN	0
inventoryessentials-forge-1.20.1-8.2.12	CLEAN	0
invtweaks	CLEAN	0
ironfurnaces	ERRORS	1
irons_spellbooks	ERRORS	7
item-filters-forge-2001.1.0-build.59	CLEAN	0
itemcollectors	CLEAN	0
jearchaeology	CLEAN	0
jei	ERRORS	2
jmi-forge-1.20.1-0.14-48	CLEAN	0
journeymap	ERRORS	5
jumpboat	CLEAN	0
justzoom	CLEAN	0
konkrete	CLEAN	0
kotlinforforge-4.11.0-all	ERRORS	1
kubejs	ERRORS	5
laserio	ERRORS	2
ldlib-forge-1.20.1-1.0.45	ERRORS	2
lionfishapi	CLEAN	0
lithostitched	ERRORS	4
littlelogistics-mc1.20.1-v1.20.1.2	ERRORS	3
logprot-1.20.1-3.5	CLEAN	0
lootr	ERRORS	1
lost_aether_content-1.20.1-1.2.3	ERRORS	6
lostcities-1.20-7.4.5	ERRORS	2
mahoutsukai	ERRORS	3
maidensmerrymaking-1-20.1-7	ERRORS	3
matc-1.6.0	CLEAN	0
mcjtylib	ERRORS	4
mcwbridges	ERRORS	1
mcwdoors	ERRORS	1
mcwfences	ERRORS	1
mcwfurnitures	CLEAN	0
mcwlights	ERRORS	1
mcwpaths	ERRORS	1
mcwwindows	ERRORS	1
mcw-paintings-1.0.5-1.20.1forge	CLEAN	0
mcwroofs	ERRORS	1
mcwtrpdoors	ERRORS	1
mcwbiomesoplenty-1.20.1-1.2.1	CLEAN	0
megacells	CLEAN	0
mekalus-mc1.20.1-1.8.0.1	ERRORS	2
memorysettings	CLEAN	0
merequester	CLEAN	0
minecolonies	ERRORS	13
mininggadgets	ERRORS	1
mob_grinding_utils	ERRORS	2
modelfix	CLEAN	0
modernfix	ERRORS	8
modonomicon	CLEAN	0
modularrouters	ERRORS	4
moonlight	ERRORS	6
moredragoneggs	CLEAN	0
morejs-forge-1.20.1-0.10.1	ERRORS	1
moreoverlays	CLEAN	0
morered	ERRORS	1
multipiston	CLEAN	0
mysterious_mountain_lib-1.5.26-1.20.1	CLEAN	0
naturalist-forge-4.0.3-1.20.1	ERRORS	4
netherportalfix	CLEAN	0
nethersdelight-1.20.1-4.0	ERRORS	3
noflyzone-1.20.1-1.1.0	CLEAN	0
notrample-1.20.1-1.0.1	CLEAN	0
novillagerdm	CLEAN	0
observable	CLEAN	0
occultism	ERRORS	6
oceansdelight-1.0.2-1.20	CLEAN	0
oculus-mc1.20.1-1.8.0	ERRORS	2
packetfixer-3.3.0-1.18-1.20.4-merged	CLEAN	0
pipez	CLEAN	0
platforms-forge-1.20.1-1.2	ERRORS	1
playeranimator	CLEAN	0
pneumaticcraft	ERRORS	15
polyeng	CLEAN	0
polymorph	CLEAN	0
ponderjs	ERRORS	1
potionsmaster	CLEAN	0
productivebees	ERRORS	3
productivetrees	ERRORS	3
pylons	ERRORS	1
railcraft	ERRORS	8
rangedpumps	CLEAN	0
rebornstorage-1.20.1-5.0.7	CLEAN	0
rechiseled	CLEAN	0
rechiseledcreate	CLEAN	0
redstone_arsenal-1.20.1-8.0.1.24	CLEAN	0
refinedpolymorph-0.1.1-1.20.1	CLEAN	0
refinedstorage	CLEAN	0
refinedstorageaddons-0.10.0	CLEAN	0
reliquary	ERRORS	10
repurposed_structures	ERRORS	1
resourcefulconfig	CLEAN	0
resourcefullib	CLEAN	0
rftoolsbase	CLEAN	0
rftoolsbuilder	CLEAN	0
rftoolscontrol-1.20-7.0.3	CLEAN	0
rftoolspower	CLEAN	0
rftoolsstorage	CLEAN	0
rftoolsutility	CLEAN	0
rhino	ERRORS	1
rsinsertexportupgrade-1.20.1-1.4.0	CLEAN	0
rsrequestify-1.20.1-2.3.3	CLEAN	0
shetiphiancore-forge-1.20.1-1.5	CLEAN	0
silentgear	ERRORS	13
silentlib	ERRORS	2
simplemagnets	CLEAN	0
simplylight	CLEAN	0
sliceanddice-forge-3.5.2	CLEAN	0
sodiumdynamiclights-forge-1.0.10-1.20.1	CLEAN	0
sodiumoptionsapi-forge-1.0.10-1.20.1	CLEAN	0
solcarrot	CLEAN	0
sophisticatedbackpacks	CLEAN	0
sophisticatedcore	ERRORS	1
sophisticatedstorage	ERRORS	1
spark	ERRORS	1
sparsestructuresreforged-1.20.1-1.0.0	CLEAN	0
structure_gel-1.20.1-2.16.2	ERRORS	3
structurize	ERRORS	2
stylecolonies	CLEAN	0
supermartijn642configlib	CLEAN	0
supermartijn642corelib	CLEAN	0
supplementaries	ERRORS	8
sushigocrafting	ERRORS	2
