refurbished_furniture-neoforge-1.21.1-1.0.22	ERRORS	11
regions_unexplored-neoforge-1.21.1-0.5.9	ERRORS	4
relics-1.21.1-0.12.8	ERRORS	5
reliquary	ERRORS	32
reliquified_artifacts-1.21.1-1.0.7	ERRORS	5
repeatable_trial_vaults-neoforge-1.21-1.0.3	ERRORS	1
repurposed_structures	ERRORS	3
resourcefulconfig	ERRORS	1
resourcefullib	ERRORS	9
restrictions-1.21-7.0.3	ERRORS	2
rftoolsbase	ERRORS	7
rftoolsbuilder	ERRORS	8
rftoolspower	ERRORS	5
rftoolsstorage	ERRORS	5
rftoolsutility	ERRORS	12
rhino	CLEAN	0
sawmill-neoforge-1.21-1.7.7	ERRORS	5
sgearmetalworks-1.21.1-1.5.0	ERRORS	8
shiny-1.21.1-1.3.0	ERRORS	4
shrink	ERRORS	1
silentgear	ERRORS	25
silentlib	ERRORS	3
silentgems-1.21.1-neoforge-5.1.3	ERRORS	5
simple_weather-1.0.13-hotfix	ERRORS	1
simplemagnets	ERRORS	2
simplylight	ERRORS	4
smithingtemplateviewer-1.0.4	ERRORS	1
sodium-extra-neoforge-0.9.3_mc1.21.1	CLEAN	0
sodium-neoforge-0.8.13-beta.1_mc1.21.1	CLEAN	0
solcarrot	ERRORS	3
sophisticatedbackpacks	ERRORS	16
sophisticatedbackpackscreateintegration-1.21.1-0.1.8.134	ERRORS	1
sophisticatedcore	ERRORS	29
sophisticatedstorage	ERRORS	23
sophisticatedstoragecreateintegration-1.21.1-0.1.21.209	ERRORS	2
sophisticatedstorageinmotion-1.21.1-0.10.33.324	ERRORS	7
soulplied_energistics-1.0.3	CLEAN	0
spark	ERRORS	2
starbunclemania-1.21.1-1.5.7	ERRORS	12
stevescarts-1.21-1.2.18-neoforge	ERRORS	17
storagedelight-26.07.01a-1.21-neoforge	CLEAN	0
structurize	ERRORS	7
stylecolonies	CLEAN	0
supermartijn642configlib	ERRORS	2
supermartijn642corelib	ERRORS	13
supplementaries	ERRORS	43
sushigocrafting	ERRORS	7
sussysniffers-1.21.1-0.1.3	ERRORS	1
t_and_t	CLEAN	0
tempad	ERRORS	30
tesseract-api-neoforge-1.12.13-1.21.1	ERRORS	15
the_bumblezone-7.15.3_1.21.1-neoforge	ERRORS	26
theurgy	ERRORS	34
theurgy_kubejs-1.21.1-neoforge-1.5.1	ERRORS	2
tiab	ERRORS	1
titanium	ERRORS	16
tombstone	ERRORS	20
torchmaster	CLEAN	0
towntalk	CLEAN	0
transfer_labels-0.1.8	ERRORS	2
trashcans	ERRORS	2
trashslot	ERRORS	2
treetap-1.21.1-0.4.6	ERRORS	4
trophymanager-1.21.1-2.5.0	ERRORS	8
twilightforest	ERRORS	69
universalgrid	ERRORS	4
uranus-2.4.1-1.21.1-neoforge	ERRORS	3
utilitarian	ERRORS	11
utilityvest-1.3.0	ERRORS	8
valhelsia_core	ERRORS	5
variantsandventures-neoforge-1.0.26_mc1.21.1	ERRORS	2
villagesandpillages-neoforge-mc1.21.1-1.0.3	CLEAN	0
waystones	ERRORS	5
wirelesschargers	ERRORS	1
wits-neoforge-1.3.1	CLEAN	0
xnet	ERRORS	6
xtonesreworked-1.1.1-1.21.1	CLEAN	0
xycraft_core-0.7.53-all	ERRORS	28
xycraft_machines-0.7.53	ERRORS	28
xycraft_override-0.7.53	ERRORS	2
xycraft_world-0.7.53	ERRORS	3
yeetusexperimentus	CLEAN	0
yet_another_config_lib_v3-3.8.2_1.21.1-neoforge	CLEAN	0
