side	modId	displayName	version	loader	tier	classes	forgeRefs	neoRefs	mixinConfigs	mixinClasses	hasAT	hasCoremod	nestedJars	sizeKB	file
source	towntalk	TownTalk	1.1.0	FORGE	TRIVIAL	3	1	0	0	0	false	false	0	48041	towntalk-1.20.1-1.1.0.jar
source	trashcans	Trash Cans	1.0.18b	FORGE	TRIVIAL	59	25	0	0	0	false	false	0	154	trashcans-1.0.18b-forge-mc1.20.jar
source	trashslot	TrashSlot	15.1.2	FORGE	TRIVIAL	40	1	0	1	0	false	false	0	115	trashslot-forge-1.20-15.1.2.jar
source	twigs	Twigs	1.20.1-3.1.1	FORGE	HARD	74	30	0	1	5	true	false	0	2701	Twigs-1.20.1-3.1.0.jar
source	twilightdelight	Twilight's Flavor & Delight	2.0.17	FORGE	HARD	103	41	0	1	12	true	false	4	1399	twilightdelight-2.0.17.jar
source	twilightforest	The Twilight Forest	4.3.2508	FORGE	NIGHTMARE	1570	795	0	0	0	true	true	0	22785	twilightforest-1.20.1-4.3.2508-universal.jar
source	undergarden	The Undergarden	0.8.14	FORGE	HARD	391	207	0	1	7	true	false	0	44027	The_Undergarden-1.20.1-0.8.14.jar
source	universalgrid	Universal Grid	1.20.1-1.1	FORGE	HARD	18	14	0	1	1	false	false	0	42	universalgrid-1.20.1-1.1.jar
source	utilitarian	Utilitarian	1.20.1-0.9.1	FORGE	HARD	37	30	0	0	2	true	false	0	287	utilitarian-1.20.1-0.9.1.jar
source	utilitix	UtilitiX	1.20.1-0.8.25	FORGE	NIGHTMARE	202	75	0	1	9	true	true	0	584	UtilitiX-1.20.1-0.8.25.jar
source	valhelsia_core	Valhelsia Core	1.1.2	FORGE	HARD	122	28	0	2	4	true	false	0	198	valhelsia_core-forge-1.20.1-1.1.2.jar
source	villagertools	villagertools	1.0.3	FORGE	TRIVIAL	10	6	0	0	0	true	false	0	54	villagertools-1.20.1-1.0.3.jar
source	voidscape	Voidscape	1.20.1-1.5.389	FORGE	NIGHTMARE	279	139	0	0	0	true	true	0	1801	Voidscape-1.20.1-1.5.389.jar
source	voidtotem	Void Totem	3.0.1	FORGE	HARD	30	18	0	1	2	true	false	0	68	voidtotem-forge-1.20-3.0.1.jar
source	waystones	Waystones	14.1.17	FORGE	HARD	182	3	0	1	3	false	false	0	506	waystones-forge-1.20.1-14.1.17.jar
source	wirelesschargers	Wireless Chargers	1.0.10	FORGE	TRIVIAL	26	9	0	0	0	false	false	0	311	wirelesschargers-1.0.10-forge-mc1.20.4.jar
source	wstweaks	Wither Skeleton Tweaks	9.1.0	FORGE	NIGHTMARE	5	3	0	1	0	true	true	0	28	WitherSkeletonTweaks-1.20.1-9.1.0.jar
source	xnet	XNet	1.20-6.1.6	FORGE	MODERATE	178	42	0	0	0	true	false	0	561	xnet-1.20-6.1.6.jar
source	xnetgases	XNet Gases	5.1.4	FORGE	TRIVIAL	29	12	0	0	0	false	false	0	219	xnetgases-1.20.1-5.1.4.jar
source	yeetusexperimentus	Yeetus Experimentus	2.3.1-build.6+mc1.20.1	FORGE	HARD	4	1	0	1	2	false	false	0	554	YeetusExperimentus-Forge-2.3.1-build.6+mc1.20.1.jar
source	yungsapi	YUNG's API	1.20-Forge-4.0.6	FORGE	HARD	167	23	0	2	12	false	false	0	361	YungsApi-1.20-Forge-4.0.6.jar
source	yungsextras	YUNG's Extras	1.20-Forge-4.0.3	FORGE	TRIVIAL	29	2	0	2	0	false	false	0	195	YungsExtras-1.20-Forge-4.0.3.jar
source	zerocore	Zero CORE 2	1.20.1-2.1.47	FORGE	MODERATE	771	258	0	0	0	true	false	0	1308	ZeroCore2-1.20.1-2.1.47.jar
source	zeta	Zeta	1.0-30	FORGE	NIGHTMARE	696	210	0	3	26	true	false	1	982	Zeta-1.0-30.jar
source	~unknown:JCPlugin-1.17.x-1.20.x-4.0.4-Forge			UNKNOWN	NIGHTMARE	16	0	0	0	0	true	true	0	33	JCPlugin-1.17.x-1.20.x-4.0.4-Forge.jar
source	~unknown:ScalableCatsForce-3.3.1-build-0-with-library			UNKNOWN	MODERATE	6405	3	0	0	0	false	false	0	15481	ScalableCatsForce-3.3.1-build-0-with-library.jar
source	~unknown:kotlinforforge-4.11.0-all			UNKNOWN	MODERATE	4186	0	0	0	0	false	false	3	7025	kotlinforforge-4.11.0-all.jar
source	~unknown:travelersbackpack-forge-1.20.1-9.1.44	Traveler's Backpack	9.1.44	FORGE	HARD	290	195	0	2	1	true	false	0	1246	travelersbackpack-forge-1.20.1-9.1.44.jar
target	accelerateddecay	Accelerated Decay	21.0.0	NEOFORGE	TRIVIAL	4	0	1	2	0	true	false	0	10	accelerated-decay-neoforge-21.0.0.jar
target	actuallyadditions	Actually Additions	1.3.26	NEOFORGE	HARD	548	0	218	1	3	true	false	0	3141	actuallyadditions-1.3.26+mc1.21.1.jar
target	additional_lights	Additional Lights	2.1.10	NEOFORGE	TRIVIAL	33	0	4	0	0	false	false	0	502	additional_lights-neoforge-1.21-2.1.10.jar
target	advanced_ae	Advanced AE	1.6.11-1.21.1	NEOFORGE	HARD	291	0	69	1	17	true	false	2	4684	AdvancedAE-1.6.11-1.21.1.jar
target	advancedperipherals	Advanced Peripherals	0.7.62b	NEOFORGE	MODERATE	257	0	144	0	0	true	false	0	914	AdvancedPeripherals-1.21.1-0.7.62b.jar
target	ae2	Applied Energistics 2	19.2.17	NEOFORGE	HARD	1824	0	305	1	17	true	false	0	8037	appliedenergistics2-19.2.17.jar
target	ae2ct	AE2:Crafting Tree	1.21.1-1.1.1	NEOFORGE	HARD	21	0	10	1	2	false	false	0	427	ae2ct-1.21.1-1.1.1.jar
target	ae2importexportcard	AE2 Import Export Card	1.21.1-1.5.0	NEOFORGE	HARD	28	0	10	1	3	true	false	1	410	ae2importexportcard-1.21.1-1.5.0.jar
target	ae2jeiintegration	AE2 JEI Integration	1.2.1	NEOFORGE	TRIVIAL	52	0	4	0	0	false	false	0	89	ae2jeiintegration-1.2.1.jar
target	ae2netanalyser	AE2NetworkAnalyzer	1.21-2.1.5-neoforge	NEOFORGE	HARD	57	0	13	1	1	false	false	0	1646	AE2NetworkAnalyzer-1.21-2.1.5-neoforge.jar
target	ae2wtlib	AE2WTLib	19.5.1	NEOFORGE	HARD	85	0	10	1	6	true	false	1	246	ae2wtlib-19.5.1.jar
target	aeinfinitybooster	AEInfinityBooster	1.21.1-1.0.0.58	NEOFORGE	HARD	15	0	11	1	6	false	false	0	29	aeinfinitybooster-neoforge-1.21.1-1.0.0.58.jar
target	aether	The Aether	1.5.10	NEOFORGE	NIGHTMARE	935	0	456	1	62	true	false	3	39281	aether-1.21.1-1.5.10-neoforge.jar
target	aiimprovements	AI-Improvements	0.5.3	NEOFORGE	TRIVIAL	20	0	8	0	0	true	false	0	28	AI-Improvements-1.21-0.5.3.jar
target	akashictome	Akashic Tome	1.8-30	NEOFORGE	TRIVIAL	17	0	13	0	0	false	false	0	49	AkashicTome-1.8-30.jar
target	allthearcanistgear	All The Arcanist Gear	1.21.1-21.3.2	NEOFORGE	HARD	49	0	31	1	4	false	false	1	367	allthearcanistgear-1.21.1-21.3.2.jar
target	allthecompressed	AllTheCompressed	4.4.0	NEOFORGE	TRIVIAL	27	0	15	0	0	false	false	0	5763	allthecompressed-1.21.1-4.4.0.jar
target	alltheleaks	All The Leaks	1.1.11+1.21.1-neoforge	NEOFORGE	NIGHTMARE	302	0	110	1	135	true	false	1	527	alltheleaks-1.1.11+1.21.1-neoforge.jar
target	allthemodium	Allthemodium	3.0.1	NEOFORGE	HARD	166	0	77	1	3	true	false	0	1920	allthemodium-3.0.1_mc_1.21.1.jar
target	alltheores	AllTheOres	3.2.0	NEOFORGE	TRIVIAL	67	0	39	0	0	true	false	0	1606	alltheores-3.2.0_neoforge_1.21.1.jar
target	allthetweaks	AllTheTweaks	2.9.4	NEOFORGE	HARD	93	0	21	1	12	true	false	1	4803	allthetweaks-1.21.1-2.9.4.jar
target	allthewizardgear	All the Wizard Gear	1.21.1-1.1.12	NEOFORGE	TRIVIAL	17	0	13	1	0	true	false	0	109	allthewizardgear-1.21.1-1.1.12.jar
target	almostunified	AlmostUnified	1.21.1-1.4.2	NEOFORGE	HARD	165	0	8	2	17	false	false	0	288	almostunified-neoforge-1.21.1-1.4.2.jar
target	amendments	Amendments	1.21-2.1.7	NEOFORGE	NIGHTMARE	257	0	3	2	56	true	false	0	1127	amendments-neoforge-1.21-2.1.7.jar
target	apotheosis	Apotheosis	8.6.1	NEOFORGE	NIGHTMARE	537	0	159	1	22	true	true	0	6960	Apotheosis-1.21.1-8.6.1.jar
target	apothic_attributes	Apothic Attributes	2.10.1	NEOFORGE	NIGHTMARE	124	0	29	1	8	true	true	0	315	ApothicAttributes-1.21.1-2.10.1.jar
target	apothic_enchanting	Apothic Enchanting	1.6.0	NEOFORGE	NIGHTMARE	155	0	51	1	20	true	true	0	5293	ApothicEnchanting-1.21.1-1.6.0.jar
target	apothic_spawners	Apothic Spawners	1.4.0	NEOFORGE	NIGHTMARE	33	0	6	1	2	true	true	0	126	ApothicSpawners-1.21.1-1.4.0.jar
target	appflux	AppliedFlux	1.21-2.1.5-neoforge	NEOFORGE	HARD	73	0	28	1	9	false	false	0	337	AppliedFlux-1.21-2.1.5-neoforge.jar
target	appleskin	AppleSkin	3.0.9+mc1.21	NEOFORGE	TRIVIAL	36	0	19	0	0	false	false	0	74	appleskin-neoforge-mc1.21-3.0.9.jar
target	appmek	Applied Mekanistics	1.6.3	NEOFORGE	HARD	49	0	23	1	2	false	false	0	146	Applied-Mekanistics-1.6.3.jar
target	aquaculture	Aquaculture 2	2.7.21	NEOFORGE	TRIVIAL	118	0	73	0	0	true	false	0	591	Aquaculture-1.21.1-2.7.21.jar
target	architectury	Architectury	13.0.11	NEOFORGE	HARD	382	0	122	2	20	true	false	0	571	architectury-13.0.11-neoforge.jar
target	ars_additions	Ars Additions	1.21.1-21.3.0	NEOFORGE	HARD	199	0	104	1	12	false	false	0	1424	ars_additions-1.21.1-21.3.0.jar
target	ars_controle	Ars Controle	1.21.1-1.6.15	NEOFORGE	HARD	97	0	44	1	8	false	false	0	308	ars_controle-1.21.1-1.6.15.jar
target	ars_creo	Ars Creo	5.4.0	NEOFORGE	HARD	47	0	18	1	2	false	false	0	93	ars_creo-1.21.1-5.4.0.jar
target	ars_elemancy	Ars Elemancy	1.18.3	NEOFORGE	HARD	67	0	33	1	1	true	false	1	773	ars_elemancy-1.21.1-1.18.3.jar
target	ars_elemental	Ars Elemental	0.7.10.1	NEOFORGE	HARD	353	0	207	1	16	true	false	1	2207	ars_elemental-1.21.1-0.7.10.1.jar
target	ars_nouveau	Ars Nouveau	5.13.0	NEOFORGE	NIGHTMARE	5976	0	620	1	42	true	false	3	19625	ars_nouveau-1.21.1-5.13.0.jar
target	ars_ocultas	Ars Ocultas	2.5.0	NEOFORGE	TRIVIAL	42	0	23	0	0	true	false	0	77	ars_ocultas-1.21.1-2.5.0.jar
target	ars_polymorphia	Ars Polymorphia	1.0.3	NEOFORGE	HARD	11	0	6	1	5	false	false	0	19	ars_polymorphia-1.0.3.jar
target	ars_technica	Ars Technica	2.7.6	NEOFORGE	HARD	206	0	84	1	24	false	false	1	3604	ars_technica-1.21.1-2.7.6.jar
target	ars_unification	Ars Unification	1.2.19	NEOFORGE	HARD	49	0	21	1	5	false	false	0	103	ars_unification-1.2.19.jar
target	arseng	Ars Énergistique	2.1.1-beta	NEOFORGE	HARD	40	0	22	1	3	false	false	0	120	arseng-2.1.1-beta.jar
target	artifacts	Artifacts	13.2.1	NEOFORGE	NIGHTMARE	278	0	33	2	41	false	false	0	1006	artifacts-neoforge-13.2.1.jar
target	athena	Athena	4.0.6	NEOFORGE	HARD	57	0	8	2	3	false	false	0	97	athena-neoforge-1.21.1-4.0.6.jar
target	atlas_api	Atlas API	1.21.1-1.2.0	NEOFORGE	TRIVIAL	16	0	8	0	0	true	false	0	27	atlas_api-1.21.1-1.2.0.jar
target	attributefix	AttributeFix	21.1.3	NEOFORGE	HARD	5	0	1	2	1	false	false	0	19	attributefix-neoforge-1.21.1-21.1.3.jar
target	auroras	Auroras	1.6.2	NEOFORGE	HARD	24	0	9	1	4	false	false	0	2066	Auroras-1.21-1.6.2.jar
target	balm	Balm	21.0.64	NEOFORGE	HARD	578	0	85	2	20	false	false	1	765	balm-neoforge-1.21.1-21.0.64.jar
target	bcc	Better Compatibility Checker	21.1.8	NEOFORGE	HARD	16	0	4	1	5	false	false	0	24	better-compatability-checker-neoforge-21.1.8.jar
target	bellsandwhistles	Create: Bells & Whistles	0.4.7-1.21.1	NEOFORGE	TRIVIAL	19	0	7	0	0	false	false	0	189	bellsandwhistles-0.4.7-1.21.1.jar
target	betteradvancements	Better Advancements	0.4.3.21	NEOFORGE	TRIVIAL	36	0	8	0	0	true	false	0	96	BetterAdvancements-NeoForge-1.21.1-0.4.3.21.jar
target	betterdeserttemples	YUNG's Better Desert Temples	1.21.1-NeoForge-4.1.5	NEOFORGE	HARD	62	0	5	1	11	false	false	0	884	YungsBetterDesertTemples-1.21.1-NeoForge-4.1.5.jar
target	betterdungeons	YUNG's Better Dungeons	1.21.1-NeoForge-5.1.4	NEOFORGE	HARD	64	0	8	1	3	false	false	0	763	YungsBetterDungeons-1.21.1-NeoForge-5.1.4.jar
target	betterendisland	YUNG's Better End Island	1.21.1-NeoForge-3.1.2	NEOFORGE	HARD	45	0	4	1	10	false	false	0	388	YungsBetterEndIsland-1.21.1-NeoForge-3.1.2.jar
target	betterfortresses	YUNG's Better Nether Fortresses	1.21.1-NeoForge-3.1.5	NEOFORGE	HARD	26	0	5	1	3	false	false	0	595	YungsBetterNetherFortresses-1.21.1-NeoForge-3.1.5.jar
target	betterjungletemples	YUNG's Better Jungle Temples	1.21.1-NeoForge-3.1.2	NEOFORGE	HARD	32	0	5	1	3	false	false	0	777	YungsBetterJungleTemples-1.21.1-NeoForge-3.1.2.jar
target	bettermineshafts	YUNG's Better Mineshafts	1.21.1-NeoForge-5.1.1	NEOFORGE	HARD	51	0	6	1	5	false	false	0	482	YungsBetterMineshafts-1.21.1-NeoForge-5.1.1.jar
target	betteroceanmonuments	YUNG's Better Ocean Monuments	1.21.1-NeoForge-4.1.2	NEOFORGE	HARD	28	0	5	1	4	false	false	0	1001	YungsBetterOceanMonuments-1.21.1-NeoForge-4.1.2.jar
target	betterstrongholds	YUNG's Better Strongholds	1.21.1-NeoForge-5.1.3	NEOFORGE	HARD	32	0	5	1	2	false	false	0	450	YungsBetterStrongholds-1.21.1-NeoForge-5.1.3.jar
target	betterwitchhuts	YUNG's Better Witch Huts	1.21.1-NeoForge-4.1.1	NEOFORGE	HARD	20	0	5	1	2	false	false	0	170	YungsBetterWitchHuts-1.21.1-NeoForge-4.1.1.jar
target	bhc	Baubley Heart Canisters	1.21.1-1.4.1	NEOFORGE	TRIVIAL	47	0	32	0	0	false	false	0	168	baubley-heart-canisters-1.21.1-1.4.1.jar
target	bibliobiomes	Bibliobiomes Legacy	1.6.1	NEOFORGE	TRIVIAL	9	0	9	0	0	false	false	0	19708	bibliobiomes-1.21.1-1.6.1.jar
target	bibliocraft	Bibliocraft Legacy	1.6.5	NEOFORGE	MODERATE	300	0	99	0	0	true	false	0	5342	bibliocraft-1.21.1-1.6.5.jar
target	bibliowoods	Bibliowoods Legacy	1.6.2	NEOFORGE	TRIVIAL	34	0	34	0	0	false	false	0	22689	bibliowoods-1.21.1-1.6.2.jar
target	bigreactors	Extreme Reactors	1.21.1-2.4.28	NEOFORGE	MODERATE	490	0	129	0	0	true	false	0	2494	ExtremeReactors2-1.21.1-2.4.28.jar
target	biomeswevegone	Oh The Biomes We've Gone	2.6.0	NEOFORGE	HARD	277	0	9	1	4	true	false	0	20004	Oh-The-Biomes-Weve-Gone-NeoForge-2.6.0.jar
target	blockui	UI Library Mod	1.0.211-1.21.1-snapshot	NEOFORGE	MODERATE	166	0	35	0	0	true	false	0	457	blockui-1.0.211-1.21.1-snapshot.jar
target	blueflame	Blue Flame Burning	1.21.1-1.1.1	NEOFORGE	HARD	11	0	3	0	6	false	false	0	17	blueflame-1.21.1-1.1.1.jar
target	bookshelf	Bookshelf	21.1.81	NEOFORGE	NIGHTMARE	173	0	7	2	35	false	false	0	321	bookshelf-neoforge-1.21.1-21.1.81.jar
target	botanypots	BotanyPots	21.1.44	NEOFORGE	HARD	105	0	1	2	3	false	false	0	1043	botanypots-neoforge-1.21.1-21.1.44.jar
target	botanypotsmystical	BotanyPots-Mystical	21.1.12	NEOFORGE	TRIVIAL	9	0	1	2	0	false	false	0	87	botanypotsmystical-neoforge-1.21.1-21.1.12.jar
target	botanytrees	BotanyTrees	21.1.7	NEOFORGE	TRIVIAL	2	0	1	2	0	false	false	0	333	botanytrees-neoforge-1.21.1-21.1.7.jar
target	brandonscore	Brandon's Core	3.2.1.309	NEOFORGE	HARD	314	0	67	1	5	true	false	0	1352	BrandonsCore-1.21.1-3.2.1.309.jar
target	bridgingmod	Bridging Mod	2.6.2+1.21.1	NEOFORGE	HARD	50	0	1	1	4	false	false	0	5785	BridgingMod-2.6.2+1.21.1.neoforge-release.jar
target	buildinggadgets2	Building Gadgets 2	1.3.9	NEOFORGE	MODERATE	166	0	80	0	0	true	false	0	3768	buildinggadgets2-1.3.9.jar
target	bwncr	Bad Wither No Cookie Reloaded	3.20.4	NEOFORGE	TRIVIAL	9	0	4	0	0	false	false	0	27	bwncr-neoforge-1.21.1-3.20.4.jar
target	byzantine	Byzantine	51	NEOFORGE	TRIVIAL	0	0	0	0	0	false	false	0	15700	Byzantine-1.21.1-51.jar
target	cabletiers	Cable Tiers	1.21.1-0.6.13	NEOFORGE	HARD	253	0	36	1	19	false	false	0	1478	cabletiers-neoforge-1.21.1-0.6.13.jar
target	caelus	Caelus API	7.0.1+1.21.1	NEOFORGE	HARD	24	0	7	1	6	false	false	0	49	caelus-neoforge-7.0.1+1.21.1.jar
target	camol	Camol	1.21.1-0.3.1	NEOFORGE	HARD	28	0	19	0	2	true	false	0	60	camol-1.21.1-0.3.1.jar
target	cataclysm	L_Ender's Cataclysm 1.21.1	3.32	NEOFORGE	HARD	1310	0	536	1	23	true	false	0	71643	L_Ender's Cataclysm 1.21.1-3.32.jar
target	catjammies	CatJammies	1.21-1.7.1	NEOFORGE	HARD	3	0	1	1	1	false	false	0	8	catjammies-1.21-1.7.1.jar
target	charginggadgets	Charging Gadgets	1.14.1	NEOFORGE	TRIVIAL	25	0	20	0	0	false	false	0	65	charginggadgets-1.14.1.jar
target	chipped	Chipped	4.0.2	NEOFORGE	HARD	62	0	3	1	2	false	false	0	14668	chipped-neoforge-1.21.1-4.0.2.jar
target	chisel	Chisel Reborn	2.0.1+mc1.21.1	NEOFORGE	HARD	32	0	2	2	3	false	false	0	8074	chisel-neoforge-2.0.1+mc1.21.1.jar
target	chromacarvings	Chroma Carvings	1.21.1-0.2.0	NEOFORGE	TRIVIAL	23	0	14	0	0	true	false	0	262	chromacarvings-1.21.1-0.2.0.jar
target	cleanswing	Clean Swing	1.9	NEOFORGE	TRIVIAL	1	0	1	0	0	true	false	0	8	cleanswing-1.9.jar
target	cloth_config	Cloth Config v15 API	15.0.140	NEOFORGE	MODERATE	633	0	91	0	0	true	false	0	1136	cloth-config-15.0.140-neoforge.jar
target	cloudglass	Cloud Glass	1.0.2	NEOFORGE	TRIVIAL	10	0	8	0	0	false	false	0	79	CloudGlass-1.21.1-1.0.2.jar
target	clumps	Clumps	19.0.0.1	NEOFORGE	HARD	15	0	4	1	2	false	false	0	17	Clumps-neoforge-1.21.1-19.0.0.1.jar
target	cobblegengalore	Cobblegen Galore	1.21.1-0.2.9	NEOFORGE	TRIVIAL	12	0	10	0	0	true	false	0	86	cobblegengalore-1.21.1-0.2.9.jar
target	cobweb	Cobweb	1.4.0	NEOFORGE	TRIVIAL	36	0	10	2	0	true	false	0	401	cobweb-neoforge-1.21-1.4.0.jar
target	codechickenlib	CodeChicken Lib	4.6.1.529	NEOFORGE	HARD	522	0	68	1	8	true	false	1	1502	CodeChickenLib-1.21.1-4.6.1.529.jar
target	colorfulhearts	Colorful Hearts	10.5.9	NEOFORGE	HARD	53	0	11	2	3	true	false	0	152	colorfulhearts-neoforge-1.21.1-10.5.9.jar
target	colorwheel	Colorwheel	1.2.9+mc1.21.1	NEOFORGE	NIGHTMARE	182	0	8	2	32	false	false	0	388	colorwheel-neoforge-1.2.9+mc1.21.1.jar
target	colorwheel_patcher	Colorwheel Patcher	1.0.5+mc1.21.1	NEOFORGE	TRIVIAL	10	0	1	1	0	false	false	0	205	colorwheel_patcher-neoforge-1.0.5+mc1.21.1.jar
target	comforts	Comforts	9.0.5+1.21.1	NEOFORGE	HARD	64	0	16	1	3	false	false	1	412	comforts-neoforge-9.0.5+1.21.1.jar
target	commoncapabilities	CommonCapabilities	2.11.5	NEOFORGE	MODERATE	158	0	99	0	0	true	false	0	277	commoncapabilities-1.21.1-neoforge-2.11.5-363.jar
target	compactmachines	Compact Machines	7.0.81	NEOFORGE	HARD	181	0	87	1	2	true	false	8	668	compactmachines-neoforge-7.0.81.jar
target	computercraft	CC: Tweaked	1.113.1	NEOFORGE	HARD	1193	0	42	3	5	true	false	2	3022	cc-tweaked-1.21.1-forge-1.113.1.jar
target	computercraft	CC: Tweaked	1.120.0	NEOFORGE	HARD	1190	0	40	3	6	true	false	2	3053	cc-tweaked-1.21.1-forge-1.120.0.jar
target	connectedglass	Connected Glass	1.1.14	NEOFORGE	TRIVIAL	21	0	4	1	0	true	false	0	800	connectedglass-1.1.14-neoforge-mc1.21.jar
target	connectivity	Connectivity Mod	7.6	NEOFORGE	NIGHTMARE	72	0	4	1	30	true	false	0	111	connectivity-1.21.1-7.6.jar
target	constructionstick	Construction Sticks	1.4.1	NEOFORGE	TRIVIAL	94	0	39	0	0	false	false	0	258	ConstructionSticks-1.21.1-1.4.1.jar
target	controlling	Controlling	19.0.5	NEOFORGE	HARD	42	0	8	2	5	true	false	0	75	Controlling-neoforge-1.21.1-19.0.5.jar
target	cookingforblockheads	Cooking for Blockheads	21.1.24	NEOFORGE	MODERATE	229	0	7	2	0	false	false	0	1236	cookingforblockheads-neoforge-1.21.1-21.1.24.jar
target	corgilib	CorgiLib	5.0.0.9	NEOFORGE	HARD	148	0	4	1	8	true	false	0	302	Corgilib-NeoForge-1.21.1-5.0.0.9.jar
target	cosmeticarmorreworked	CosmeticArmorReworked	1.21.1-v1-neoforge	NEOFORGE	TRIVIAL	39	0	18	0	0	false	false	0	90	cosmeticarmorreworked-1.21.1-v1-neoforge.jar
target	crafting_on_a_stick	Crafting On A Stick	1.21.0.6	NEOFORGE	TRIVIAL	42	0	20	0	0	false	false	0	76	crafting_on_a_stick-1.21.0.6.jar
target	craftingtweaks	Crafting Tweaks	21.1.10	NEOFORGE	TRIVIAL	101	0	3	2	0	false	false	0	250	craftingtweaks-neoforge-1.21.1-21.1.10.jar
target	crash_assistant	Crash Assistant	1.11.11	NEOFORGE	NIGHTMARE	644	1	1	0	0	false	true	2	3112	CrashAssistant-neoforge-1.20.6-1.21.4-1.11.11.jar
target	crashutilities	Crash Utilities	9.0.4	NEOFORGE	TRIVIAL	92	0	25	0	0	true	false	0	220	crashutilities-9.0.4.jar
target	create	Create	6.0.10	NEOFORGE	NIGHTMARE	2692	0	792	1	65	true	false	3	18675	create-1.21.1-6.0.10.jar
target	create_aquatic_ambitions	Create Aquatic Ambitions	2.0.4	NEOFORGE	TRIVIAL	81	0	29	0	0	false	false	0	1048	create_aquatic_ambitions-1.21.1-2.0.4.jar
target	create_dragons_plus	Create: Dragons Plus	1.11.3	NEOFORGE	NIGHTMARE	360	0	149	5	47	true	false	1	1003	CreateDragonsPlus-1.11.3.jar
target	create_enchantment_industry	Create: Enchantment Industry	2.5.0	NEOFORGE	NIGHTMARE	458	0	173	5	29	true	false	1	1536	create-enchantment-industry-2.5.0.jar
target	create_hypertube	Create Hypertube	0.6.0	NEOFORGE	HARD	141	0	58	3	14	false	false	0	533	create_hypertube-0.6.0-NEOFORGE.jar
target	createaddition	Create Crafts & Additions	1.6.0	NEOFORGE	HARD	245	0	99	1	7	false	false	1	1622	createaddition-1.6.0.jar
target	creeperoverhaul	Creeper Overhaul	4.0.6	NEOFORGE	HARD	83	0	5	1	4	false	false	0	1157	CreeperOverhaul-neoforge-1.21.1-4.0.6.jar
target	cristellib	Cristel Lib	3.1.7	NEOFORGE	HARD	95	0	5	2	2	false	false	0	569	cristellib-neoforge-1.21.1-3.1.7.jar
target	cryonicconfig	Cryonic Config	1.0.0+mc1.21.11	NEOFORGE	HARD	9	0	1	1	4	false	false	0	130	cryonicconfig-neoforge-1.0.0+mc1.21.11.jar
target	crystalix	Crystalix	3.0.0	NEOFORGE	TRIVIAL	72	0	33	0	0	false	false	0	797	crystalix-3.0.0.jar
target	ctm	ConnectedTexturesMod	1.21-1.2.1+3	NEOFORGE	HARD	145	0	13	1	1	true	false	0	235	CTM-1.21-1.2.1+3.jar
target	ctov	ChoiceTheorem's Overhauled Village	3.6.3	NEOFORGE	TRIVIAL	12	0	5	2	0	false	false	0	6972	[Neoforge]ctov-3.6.3.jar
target	cucumber	Cucumber Library	8.0.16	NEOFORGE	HARD	138	0	49	1	4	true	false	0	269	Cucumber-1.21.1-8.0.16.jar
target	cupboard	Cupboard mod	3.9	NEOFORGE	HARD	18	0	6	1	5	true	false	0	28	cupboard-1.21.1-3.9.jar
target	curios	Curios API	9.5.1+1.21.1	NEOFORGE	HARD	152	0	57	2	15	true	false	0	401	curios-neoforge-9.5.1+1.21.1.jar
target	cyclopscore	Cyclops Core	1.29.2	NEOFORGE	HARD	757	0	165	1	4	true	false	0	1134	cyclopscore-1.21.1-neoforge-1.29.2.jar
target	darkmodeeverywhere	Dark Mode Everywhere	1.21.1-1.4.0	NEOFORGE	HARD	18	0	2	1	3	false	false	0	38	darkmodeeverywhere-neoforge-1.21.1-1.4.0.jar
target	deeperdarker	Deeper and Darker	1.4.1	NEOFORGE	HARD	207	0	115	1	9	true	false	0	3814	deeperdarker-neoforge-1.21.1-1.4.1.jar
target	deimos	Deimos	2.7	NEOFORGE	HARD	21	0	3	2	1	false	false	0	48	deimos-1.21.1-neoforge-2.7.jar
target	dimstorage	DimStorage	9.1.1	NEOFORGE	TRIVIAL	95	0	47	0	0	true	false	0	175	DimStorage-1.21.1-9.1.1.jar
target	disenchanting_table	Dis-Enchanting Table	5.0.2	NEOFORGE	HARD	162	10	9	7	7	true	false	0	299	disenchanting_table-merged-1.21.1-5.0.2.jar
target	domum_ornamentum	Domum Ornamentum	1.0.234-snapshot	NEOFORGE	MODERATE	275	0	93	0	0	true	false	0	1124	domum-ornamentum-1.0.234-snapshot-main.jar
target	draconicevolution	Draconic Evolution	3.1.4.632	NEOFORGE	HARD	682	0	267	1	5	true	false	0	5904	Draconic-Evolution-1.21.1-3.1.4.632.jar
target	drippyloadingscreen	Drippy Loading Screen	3.1.5	NEOFORGE	HARD	66	0	4	2	20	true	false	0	164	drippyloadingscreen_neoforge_3.1.5_MC_1.21.1.jar
target	dummmmmmy	MmmMmmMmmMmm	1.21-2.1.0	NEOFORGE	HARD	45	0	1	2	6	true	false	0	209	dummmmmmy-neoforge-1.21-2.1.0.jar
target	dungeoncrawl	Dungeon Crawl	2.3.17	NEOFORGE	MODERATE	154	0	29	0	0	true	false	0	721	DungeonCrawl-NeoForge-1.21-2.3.17.jar
target	dungeons_arise	When Dungeons Arise	2.1.68	NEOFORGE	TRIVIAL	6	0	3	0	0	false	false	0	11565	DungeonsArise-1.21.1-2.1.68-release.jar
target	dyenamics	Dyenamics	1.21.1-3.4.2	NEOFORGE	HARD	58	0	38	0	5	true	false	0	1170	dyenamics-1.21.1-3.4.2.jar
